Trial#,Year,State,Site,Site_Prod,Plot_ID,Block,N_Trt,Plant_N,Side_N,Plant_N_SI,Side_N_SI,Plot_ha,Plnt_Pop,VTPwet,Vtsubwet,Vtsubdry,VT_TissN,VTPM,VTPdry,VTNC,VTBdryY,VTN,PMPwet,PMsubwet,PMsubdry,PMGdry,PMCdry,PM_TissN,PM_GrainN,PMPM,PMPdry,VN,GN,CN,PMN,CHI,HI,GRwt,GRM,Yield_SY,Yield_Bu,GYdry,CYdry,VYdry,TotdryM,V5Pdry,V5_TissN,V5NC,V5BdryY,V5N,V9Pwet,V9subwet,V9subdry,V9_TissN,V9PM,V9Pdry,V9NC,V9BdryY,V9N,R4Pwet,R4subwet,R4subdry,R4_TissN,R4PM,R4Pdry,R4NC,R4BdryY,R4N,Comments
47,2016,NE,SCAL,High,207,2,9,40,40,45,45,0.00228,32670,3900.8912,479.3,62.9,1.9,86.9,511.9,9.7,6882.2,130.8,1542.2128,150.3,54.5,1354.6511627907,90.1,1.08,1.02,63.7,559.2,56.5,129.4,8.9,194.8,0.938,0.676,33.53859248,17.9,15008.5,239.3,12682.2,843.5,5235.4,18761.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,208,2,3,80,0,90,0,0.00228,31799,4127.6872,446.9,60.5,1.79,86.5,558.8,10.0,7311.9,130.9,1496.8536,140.4,57.5,1505,103.1,1,1.07,59,613,51.7,135.8,9,196.5,0.936,0.678,33.4750896,18.2,15019.6,239.5,12691.6,869.4,5169.6,18730.6,10.4,4.35,0.5,136.1,5.9,1496.8536,236.1,45.8,2.84,80.6,290.4,8.2,3799.5,107.9,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,209,2,4,120,0,135,0,0.00210,33977,3855.532,427.9,61.4,2.34,85.7,553.2,12.9,7735.0,181.0,1587.572,168.7,58.5,1561.60714285714,95.7,1.24,1.02,65.3,550.5,55.8,130.2,8.9,195,0.942,0.707,30.86239968,18.1,15110.3,241,12768.2,782.5,4501.2,18051.9,13.1,4.62,0.6,183.2,8.5,2041.164,451.6,46.1,3.05,89.8,208.4,6.4,2913.2,88.9,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,210,2,10,40,80,45,90,0.00210,32670,3991.6096,433,60.7,2.54,86.0,559.6,14.2,7522.6,191.1,1769.0088,146.9,47.1,1400,95.4,0.95,1.17,67.9,567.2,51.6,156.9,10,218.5,0.936,0.679,32.70851912,18.1,15870.6,253.1,13410.7,913.8,5433.1,19757.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,211,2,15,80,80,90,90,0.00210,32670,4354.4832,405.8,52.4,2.07,87.1,562.3,11.6,7559.2,156.5,1587.572,146.4,48.2,1314.50381679389,97.9,1.07,1.08,67.1,522.7,56.8,144.1,9.6,210.5,0.931,0.679,32.5905852,18,15786.4,251.7,13339.5,993.5,5304.2,19637.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,212,2,8,280,0,315,0,0.00210,30928,4263.7648,475.8,64.5,2.25,86.4,578.0,13.0,7356.0,165.5,1814.368,128.8,48.2,1559.05511811024,108.8,1.17,1.06,62.6,679,67.4,140.2,10,217.5,0.935,0.664,31.87390984,17.7,15647.1,249.5,13221.8,922.7,5758.2,19902.7,11.6,4.74,0.5,147.6,7,2131.8824,477.8,44.8,3.17,90.6,199.9,6.3,2544,80.6,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,213,2,2,40,0,45,0,0.00210,30492,4036.9688,389.7,50.5,1.67,87.0,523.1,8.7,6564.1,109.6,1678.2904,144.1,50.8,1486.04651162791,104.3,1.02,1.02,64.7,591.7,52.2,131,8.8,192,0.934,0.681,31.14816264,18.1,15199.5,242.4,12843.6,901.4,5113.5,18858.6,11,4.18,0.5,138,5.8,1723.6496,395.9,43.4,2.79,89,189,5.3,2370.9,66.1,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,214,2,13,40,200,45,225,0.00210,30056,4173.0464,472.6,64.2,2.46,86.4,566.9,13.9,7011.3,172.5,1587.572,134.2,54.2,1510.71428571429,103.9,1.24,1.07,59.6,641.2,66.3,134.9,9.7,210.8,0.936,0.67,30.42695136,17.9,14915.1,237.8,12603.3,866.8,5349.1,18819.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,215,2,6,200,0,225,0,0.00210,31799,4082.328,419.6,49.8,2.16,88.1,484.5,10.5,6339.9,136.9,1542.2128,133.1,54.3,1240.38461538462,113,1.31,1.06,59.2,629.2,85.4,136.3,10.6,232.3,0.917,0.626,31.40217416,17.9,15213.7,242.6,12855.6,1171.2,6520.8,20547.6,10.4,4.95,0.5,136.1,6.7,2177.2416,455,43.5,3.2,90.4,208.2,6.7,2723.7,87.2,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,216,2,14,40,240,45,270,0.00210,33106,4535.92,470.7,59,1.86,87.5,568.6,10.6,7745.4,144.1,1814.368,164.2,56.2,1530.88235294118,117.4,1.35,1.11,65.8,621,75.2,152.5,10.9,238.7,0.929,0.675,33.31179648,17.9,16260,259.3,13739.7,1053.7,5573.4,20366.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,301,3,1,0,0,0,0,0.00223,29621,4173.0464,370.6,68.8,1.63,81.4,774.7,12.6,9442.8,153.9,1315.4168,125.4,48.1,1141.30434782609,90.9,1.1,0.95,61.6,504.6,58.9,115.1,8.4,182.4,0.926,0.657,31.63350608,18.2,14339.9,228.7,12117.3,965.1,5356.9,18439.2,9.7,3.94,0.4,118.2,4.7,1406.1352,363.4,53.6,2.53,85.3,207.4,5.2,2528,64,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,302,3,9,40,40,45,45,0.00223,30056,3900.8912,408.2,51.3,1.78,87.4,490.2,8.7,6063.4,107.9,1814.368,121,52.5,1575.61983471074,100.8,1.18,1.05,56.6,787.2,74.5,132.7,9.9,217.1,0.94,0.64,32.58151336,18.5,14955.1,238.5,12637.1,808.5,6313.8,19759.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,303,3,12,40,160,45,180,0.00222,34848,4309.124,488.4,59.5,2.37,87.8,525.0,12.4,7528.0,178.4,1315.4168,104.7,44.4,1359.6,93.7,1.22,1.06,57.6,557.8,69.4,147,10.4,226.8,0.936,0.676,35.89273496,17.9,16413.5,261.7,13869.4,955.8,5690.4,20515.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,304,3,14,40,240,45,270,0.00222,31799,3946.2504,396.4,50.5,2.25,87.3,502.7,11.3,6578.4,148.0,1179.3392,139.5,65.7,1168.36734693878,100.1,1.06,1.05,52.9,555.4,66,137.4,9.8,213.1,0.921,0.641,34.0420796,18.1,15489.1,247,13088.3,1121.3,6222,20431.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,305,3,6,200,0,225,0,0.00222,34412,4399.8424,421.7,55.9,1.77,86.7,583.2,10.3,8259.1,146.2,1587.572,117.8,49.4,1507.08661417323,114.5,1.03,1.03,58.1,665.8,61.4,138.9,9.6,209.9,0.929,0.659,34.57731816,17.9,15963.7,254.6,13489.3,1024.8,5958.9,20473.1,11.5,4.71,0.5,162.8,7.7,1859.7272,414.2,41.7,2.71,89.9,187.2,5.1,2651.3,71.9,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,306,3,13,40,200,45,225,0.00221,35284,3674.0952,368.1,47.1,2.03,87.2,470.1,9.5,6825.7,138.6,1406.1352,111.1,63.5,1416.20689655172,116.4,1.11,0.97,42.8,803.7,82.9,127.6,10.1,220.5,0.924,0.606,33.72910112,17.9,15566.1,248.2,13153.4,1081.1,7464.4,21698.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,307,3,3,80,0,90,0,0.00221,33977,3900.8912,508.3,62.5,1.77,87.7,479.6,8.5,6706.2,118.7,1360.776,112.9,50.2,1329.92125984252,93.2,1,1.18,55.5,605.1,60.9,158,10.5,229.4,0.935,0.656,34.40948912,17.9,15842,252.6,13386.5,938.1,6090.3,20414.9,10.5,4.65,0.5,146.8,6.8,1995.8048,401.3,40.1,2.74,90,199.4,5.5,2788.3,76.4,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,308,3,16,80,160,90,180,0.00221,27007,3946.2504,422.4,53.5,2.36,87.3,499.8,11.8,5554.7,131.1,1451.4944,141.1,56.5,1462.80991735537,95.4,1.27,1.13,60,581.2,63.9,143.1,9.9,217,0.939,0.684,32.26399896,17.9,14991.9,239.1,12668.1,826.2,5033.4,18527.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,309,3,11,40,120,45,135,0.00214,29621,3900.8912,351.9,52.7,2.22,85.0,584.2,13.0,7120.7,158.1,1224.6984,109.4,52.1,1112.90322580645,76.1,1.44,1.03,52.4,583.2,95.1,129.7,10.8,235.6,0.936,0.628,31.69700896,18.6,14906.2,237.7,12595.8,861.3,6601.1,20058.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,310,3,5,160,0,180,0,0.00214,30928,4354.4832,427.9,56.5,2.12,86.8,575.0,12.2,7317.4,155.1,1542.2128,129,47.9,1568.91891891892,95.5,1.43,1.12,62.9,572.7,65.1,139.7,9.8,214.7,0.943,0.701,30.65828328,18.1,14762.6,235.4,12474.4,759.3,4553.1,17786.8,11.3,4.81,0.5,143.8,6.9,1769.0088,441.2,47.7,2.97,89.2,191.3,5.7,2434,72.3,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,311,3,7,240,0,270,0,0.00214,30492,4309.124,362.5,43.7,2.43,87.9,519.5,12.6,6518.1,158.4,1950.4456,164.6,58.3,1439.51612903226,101.1,1.1,1.1,64.6,690.8,68.6,142.9,10.1,221.6,0.934,0.645,32.24131936,18.2,15370.5,245.1,12988.1,912.2,6233.1,20133.3,12.4,4.8,0.6,155.6,7.5,1995.8048,370.8,40.2,3.28,89.2,216.4,7.1,2714.9,89.1,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,312,3,4,120,0,135,0,0.00214,31363,3764.8136,398.9,53.4,2.04,86.6,504.0,10.3,6504.5,132.7,1496.8536,119.9,54.2,1440.72580645161,98.1,1.14,1.09,54.8,676.6,69.5,141.5,10.1,221.2,0.936,0.65,32.23224752,18.2,15367.1,245.1,12985.2,884.2,6098.6,19967.9,11.7,4.44,0.5,151,6.7,1905.0864,432,40.5,2.68,90.6,178.6,4.8,2305,61.8,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,313,3,15,80,80,90,90,0.00214,32234,4445.2016,432.1,57.6,1.9,86.7,592.6,11.3,7859.9,149.3,1542.2128,140.2,46.2,813.698630136986,66.6,1.09,1.16,67,508.2,91.9,156.7,11.9,260.6,0.924,0.586,34.47752792,18.4,15983.6,254.9,13506.1,1105.5,8435.4,23047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,314,3,10,40,80,45,90,0.00215,33541,3583.3768,387.2,48.7,2.47,87.4,450.7,11.1,6220.6,153.6,1723.6496,124.5,49.5,1328.57142857143,97.5,1.03,0.94,60.2,685.3,66,116.8,8.8,191.6,0.932,0.629,30.844256,17.9,14703.3,234.5,12424.3,911.8,6408.7,19744.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,315,3,8,280,0,315,0,0.00215,31363,4127.6872,405.5,51.7,2.32,87.3,526.3,12.2,6792.0,157.6,1723.6496,154,62.5,1644.8717948718,109.1,1.1,1.09,59.4,699.5,59.2,137.9,9.5,206.6,0.938,0.67,31.1164112,18,14974.2,238.8,12653.2,839.3,5381.2,18873.6,10.3,5.09,0.5,132.9,6.8,1995.8048,425.8,41.8,3.38,90.2,195.9,6.6,2528.6,85.5,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,316,3,2,40,0,45,0,0.00215,32234,3855.532,370,49.8,1.74,86.5,518.9,9.0,6883.4,119.8,1587.572,161,56.7,1462.22222222222,103.3,1.01,0.96,64.8,559.1,49.8,123.8,8.3,181.9,0.934,0.688,32.03720296,18.1,15258.9,243.3,12893.7,910.9,4930.1,18734.7,13,4.1,0.5,172.4,7.1,1678.2904,375.4,35.6,2.39,90.5,159.2,3.8,2111.1,50.5,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,401,4,4,120,0,135,0,0.00217,24829,4853.4344,509.3,69.3,1.84,86.4,660.4,12.2,6747.5,124.2,1678.2904,124.7,51.7,1529.26829268293,101.2,1.17,1.03,58.5,695.8,69.1,133.7,9.7,212.5,0.938,0.657,32.62687256,18.3,15359.8,244.9,12979.1,858.9,5905.4,19743.4,8.1,4.58,0.4,82.8,3.8,1905.0864,408.1,43,2.95,89.5,200.7,5.9,2050.9,60.5,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,402,4,16,80,160,90,180,0.00217,32234,3991.6096,426.9,53.6,2.3,87.4,501.2,11.5,6647.8,152.9,1632.9312,156.9,55.2,1554.96183206107,115.1,1.3,1.08,64.8,574.5,62.6,140.9,9.8,213.3,0.931,0.693,32.75841424,18.4,15434.4,246.1,13042,965.4,4818.5,18825.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,403,4,9,40,40,45,45,0.00217,31363,4036.9688,460.9,64.7,2.24,86.0,566.7,12.7,7313.8,163.8,1496.8536,164,70.5,1453.48837209302,106.2,1.1,1.02,57,643.5,62.5,131,9.3,202.8,0.932,0.66,32.14152912,18,15197.2,242.3,12841.7,938.3,5685.1,19465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,404,4,15,80,80,90,90,0.00216,33541,4127.6872,384.1,48.1,1.93,87.5,516.9,10.0,7134.4,137.7,1723.6496,155.9,58.2,1241.83673469388,107.2,1.15,1.02,62.7,643.5,76.4,130.8,10,217.2,0.921,0.623,32.40007656,18.2,15181.6,242.1,12828.4,1107.4,6647.1,20583,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,405,4,7,240,0,270,0,0.00216,31363,3674.0952,473.4,57.2,2.53,87.9,443.9,11.2,5729.4,145.0,1133.98,133.1,66.3,1198.96551724138,98.9,1.14,0.86,50.2,564.9,71.4,114.3,8.9,194.5,0.924,0.644,33.45694592,17.8,15724.7,250.8,13287.3,1096,6260,20643.3,13.1,4.7,0.6,169.1,7.9,1905.0864,348.2,40.3,2.96,88.4,220.5,6.5,2845.6,84.2,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,406,4,10,40,80,45,90,0.00214,33541,4127.6872,539.5,72.5,2.22,86.6,554.7,12.3,7656.0,170.0,1315.4168,145.9,59.8,1184.375,97.9,1.26,1.01,59,539.1,75.9,133.7,10.1,219.6,0.924,0.65,33.08046456,17.8,15661.6,249.7,13234.1,1093.9,6024.4,20352.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,407,4,5,160,0,180,0,0.00213,33977,4127.6872,503.8,65.4,1.88,87.0,535.8,10.1,7491.7,140.8,1270.0576,120,54.6,1416.66666666667,111.2,1.06,1.1,54.5,577.9,58.2,148.2,9.9,216.3,0.927,0.673,33.24375768,18,15941.2,254.2,13470.3,1057.3,5494.7,20022.3,11.3,4.61,0.5,158,7.3,1769.0088,406.2,43.4,3.12,89.3,189,5.9,2642.6,82.4,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,408,4,12,40,160,45,180,0.00211,34412,4082.328,438.5,58.3,2.2,86.7,542.8,11.9,7685.8,169.1,1315.4168,156.8,64.8,1353.6,99.3,1.19,1.15,58.7,543.6,60.9,146.5,10,217.4,0.932,0.678,31.15723448,17.9,15080.9,240.5,12743.4,934.9,5117.8,18796.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,409,4,13,40,200,45,225,0.00219,36590,3764.8136,478.7,61.5,2.16,87.2,483.7,10.4,7282.7,157.3,2041.164,181,58.8,1359.06040268456,120.9,1.25,0.96,67.5,663.1,80.2,126.2,9.9,216.3,0.918,0.634,33.73363704,18.5,15556.7,248.1,13145.4,1169.4,6413.7,20728.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,410,4,2,40,0,45,0,0.00220,33106,4173.0464,505.8,63.5,1.88,87.4,523.9,9.8,7137.1,134.2,1723.6496,147.2,57.9,1660.25641025641,98.4,1.18,0.98,60.7,678,66.1,134.4,9.6,210,0.944,0.681,34.81772192,18.2,16224.3,258.7,13709.6,812.5,5598.5,20120.5,13.3,4.32,0.6,181.2,7.8,1859.7272,394.2,40.5,2.83,89.7,191.1,5.4,2602.9,73.7,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,411,4,8,280,0,315,0,0.00220,33541,4853.4344,454.2,56.1,2.16,87.6,599.5,12.9,8274.0,178.7,1859.7272,180.6,56.3,1234.8,111.2,1.27,1.1,68.8,579.7,77.3,142.5,10.6,230.4,0.917,0.641,33.50684104,18.5,15334.9,244.5,12957.9,1166.9,6083.9,20208.7,13.3,4.78,0.6,183.6,8.8,1769.0088,373.8,38.6,3.26,89.7,182.7,6,2521.3,82.2,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,412,4,1,0,0,0,0,0.00216,32234,3492.6584,478.5,63.9,1.53,86.6,466.4,7.1,6186.8,94.7,1360.776,122.9,51.5,1338.46153846154,94.5,1.09,0.8,58.1,570.2,57.5,99.1,7.5,164.1,0.934,0.668,31.14816264,18.4,14658.9,233.8,12386.8,874.5,5277.1,18538.4,9.4,4.04,0.4,124.7,5,1542.2128,388.5,42.9,2.28,89,170.3,3.9,2258.9,51.5,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,413,4,11,40,120,45,135,0.00221,33977,3946.2504,405,51.5,2.37,87.3,501.8,11.9,7016.0,166.3,1406.1352,125.8,56,1329.48717948718,87.5,1.46,1.08,55.5,625.9,88.3,138.8,10.9,238.1,0.938,0.651,33.0895364,18.1,15210,242.5,12852.4,845.9,6051.1,19749.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,414,4,3,80,0,90,0,0.00222,35284,3900.8912,405.6,56.3,1.63,86.1,541.5,8.8,7861.7,128.1,1406.1352,133.5,53.3,1387.19008264463,96.8,1.09,1.09,60.1,561.4,58.9,145.6,9.8,214.3,0.935,0.678,34.47752792,18.1,15805.9,252,13355.9,932,5405.2,19693.1,13.4,4.31,0.6,194.6,8.4,1950.4456,448.5,43.6,2.98,90.3,189.6,5.7,2753,82,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,415,4,6,200,0,225,0,0.00222,34848,4173.0464,482.3,61.9,2.06,87.2,535.6,11.0,7680.2,158.2,1360.776,127.6,53.3,1291.11111111111,103.4,1.17,1.14,58.2,568.4,65.9,145.8,10.2,221.8,0.926,0.658,33.02603352,17.8,15135.2,241.4,12789.2,1024.2,5630.4,19443.9,10.3,4.78,0.5,147.7,7.1,1950.4456,340.3,38.3,3.17,88.7,219.5,7,3147.9,99.8,.,.,.,.,.,.,.,.,.,.
47,2016,NE,SCAL,High,416,4,14,40,240,45,270,0.00223,32234,3991.6096,492.3,62.1,2.19,87.4,503.5,11.0,6678.8,146.3,1179.3392,124.6,50.9,1191.0447761194,92.6,1.02,0.88,59.1,481.8,54.5,116.2,8.2,178.9,0.928,0.675,34.3822736,17.8,15632.8,249.3,13209.7,1027,5343.2,19579.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,101,1,2,40,0,45,0,0.00209,35042,1995.8048,281,.,1.47,.,.,.,.,.,1406.1352,245,95,812,103,0.63,1.19,61.2,545.2,40.7,114.4,7.4,162.5,0.887,0.556,22.77939024,15.37,11374,181.4,9611.1,1219.1,6453.6,17283.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,102,1,3,80,0,90,0,0.00209,35816,1905.0864,327,.,1.42,.,.,.,.,.,1088.6208,201,83,907,86,0.69,1.23,58.7,449.5,35.7,128.6,7.9,172.2,0.913,0.629,24.68447664,15.16,12370,197.3,10452.6,991.1,5180.6,16624.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,103,1,9,40,40,45,45,0.00209,34074,2267.96,334,.,1.64,.,.,.,.,.,1360.776,229,98,911,136,0.8,1.32,57.2,582.3,51.3,132.5,8.8,192.6,0.87,0.559,23.7228616,15.41,11876.8,189.4,10035.9,1498.2,6415.3,17949.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,104,1,14,40,240,45,270,0.00209,35622,1859.7272,332,.,1.88,.,.,.,.,.,1133.98,250,101,843,95,1.08,1.35,59.6,458.1,60.9,140,9.6,210.5,0.899,0.604,24.53025536,15.05,12274.9,195.7,10372.3,1168.9,5636.8,17178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,105,1,16,80,160,90,180,0.00209,34461,2222.6008,344,.,1.75,.,.,.,.,.,997.9024,210,92,705,81,1.17,1.41,56.2,437.2,70.4,136.9,9.9,217.2,0.897,0.576,23.11504832,15.28,11486.1,183.2,9705.7,1115.1,6018.6,16839.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,106,1,13,40,200,45,225,0.00209,33686,2086.5232,367,.,1.46,.,.,.,.,.,952.5432,153,71,778,91,0.74,1.36,53.6,442,45.9,148.6,9.3,203.9,0.895,0.593,25.96360608,15.02,12931.9,206.2,10927.5,1278.1,6208.6,18414.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,107,1,10,40,80,45,90,0.00209,35042,2222.6008,253,.,2.01,.,.,.,.,.,1133.98,222,96,914,109,0.66,1.32,56.8,490.4,39.5,147.2,9,195.6,0.893,0.604,26.4670932,15.39,13195.7,210.4,11150.4,1329.7,5982.3,18462.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,108,1,5,160,0,180,0,0.00209,33686,2131.8824,308,.,1.79,.,.,.,.,.,1224.6984,202,91,1010,126,0.78,1.46,55,551.7,54.5,186.8,11.6,252.9,0.889,0.598,30.31355336,15.09,15144.1,241.5,12796.7,1596.4,6990.3,21383.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"Grain yield, dry matter grain yield (plot) were both high for this plot; probably due to the higher plot harvest area grain weight. Data not omitted but was worth flagging."
48,2016,WI,Lorenzo,Low,109,1,1,0,0,0,0,0.00209,34074,2358.6784,234,.,1.65,.,.,.,.,.,1315.4168,243,91,759,100,0.48,1.06,62.6,492.6,28.9,98.5,6.1,133.5,0.884,0.562,22.14889736,15.76,10993,175.3,9289.1,1223.9,6028.8,16541.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,110,1,4,120,0,135,0,0.00209,35622,2086.5232,316,.,1.79,.,.,.,.,.,1632.9312,257,104,992,129,0.76,1.33,59.5,660.8,63.1,165.7,11,239.8,0.885,0.557,29.6875964,15.61,14745.6,235.1,12460,1620.3,8299.9,22380.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,111,1,12,40,160,45,180,0.00209,35622,2494.756,354,.,1.88,.,.,.,.,.,1224.6984,188,79,944,106,0.79,1.37,58,514.6,49.3,156.9,9.9,216.1,0.899,0.603,27.13840936,15.29,13549.6,216.1,11449.4,1285.6,6241.8,18976.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,112,1,11,40,120,45,135,0.00209,34654,1814.368,273,.,1.41,.,.,.,.,.,1270.0576,290,122,942,108,0.88,1.36,57.9,534.3,58.6,159.6,10.5,228.7,0.897,0.595,28.04559336,15.88,13889.9,221.5,11736.9,1345.6,6657.2,19739.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,113,1,15,80,80,90,90,0.00209,35042,2812.2704,392,.,1.99,.,.,.,.,.,1406.1352,244,109,1045,122,0.82,1.34,55.3,628.2,59,160.4,10.5,229.9,0.895,0.582,28.2587816,15.15,14166.5,225.9,11970.7,1397.5,7195.6,20563.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,114,1,6,200,0,225,0,0.00209,34074,2086.5232,295,.,2.19,.,.,.,.,.,1406.1352,176,82,969,137,1.05,1.46,53.4,655.1,80.3,165.1,11.8,257.2,0.876,0.55,26.68481736,15.03,13385.5,213.5,11310.8,1599.1,7647.1,20557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,115,1,7,240,0,270,0,0.00209,35235,2313.3192,354,.,1.85,.,.,.,.,.,861.8248,209,91,729,93,1.23,1.43,56.5,375.2,59.3,133.9,9.3,202.4,0.887,0.609,21.81323928,13.63,11079,176.7,9361.8,1194.3,4818.9,15374.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,116,1,8,280,0,315,0,0.00209,34654,1814.368,344,.,2.08,.,.,.,.,.,1043.2616,246,99,682,87,1.55,1.34,59.8,419.8,91.3,128.2,10.5,230,0.887,0.574,22.51177096,14.22,11318.8,180.5,9564.4,1220.1,5888,16672.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
48,2016,WI,Lorenzo,Low,201,2,5,160,0,180,0,0.00209,34461,2041.164,261,.,1.76,.,.,.,.,.,1133.98,213,87,832,107,1,1.35,59.2,463.2,60.5,146.7,9.9,217.2,0.886,0.593,25.68691496,14.79,12862.8,205.1,10869.1,1397.8,6050.8,18317.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
